reg0,reg1
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
